temperature	strain-1_cv	strain-2_cv	strain-3_cv	strain-4_cv	strain-5_cv	strain-6_cv	strain-7_cv	strain-8_cv	strain-9_cv	strain-10_cv	strain-11_cv
804.0	17.8577485375	18.1936492375	18.516789925	18.828850625	19.1284141125	19.4153599	19.6893404125	19.9508098	20.2000086875	20.435244275	20.6598629625
806.0	17.8848999375	18.2199521375	18.542225525	18.8534018625	19.1520749	19.4381305875	19.71122845	19.9718261875	20.2201683125	20.4545727375	20.67837735
808.0	17.9119127125	18.2461171375	18.5675245	18.8778182625	19.175603075	19.46077125	19.7329893625	19.9927186125	20.2402073125	20.4737840375	20.6967782
810.0	17.938787675	18.27214505	18.5926877	18.9021007	19.1989995125	19.4832827875	19.75462405	20.0134879625	20.2601265875	20.4928790875	20.7150663625
812.0	17.965525575	18.2980367	18.6177159625	18.926250025	19.2222651	19.505666075	19.7761334	20.0341351125	20.279927	20.511858725	20.7332427
814.0	17.992127225	18.3237929125	18.642610125	18.9502670875	19.2454007	19.527922	19.7975183	20.05466095	20.29960945	20.53072385	20.7513080625
816.0	18.018593375	18.3494144625	18.667371025	18.9741527625	19.2684071625	19.550051425	19.8187796	20.07506635	20.3191747875	20.5494752875	20.7692633125
818.0	18.0449248	18.374902175	18.691999475	18.997907875	19.291285375	19.572055225	19.8399181875	20.0953521875	20.3386238875	20.5681139	20.7871092625
820.0	18.0711222625	18.4002568375	18.7164963125	19.021533275	19.3140361625	19.59393425	19.860934925	20.1155193	20.357957575	20.5866405375	20.804846775
822.0	18.0971865375	18.42547925	18.74086235	19.0450297875	19.3366603875	19.61568935	19.88183065	20.13556855	20.377176725	20.6050560375	20.8224766375
824.0	18.123118375	18.4505702	18.7650984	19.0683982625	19.3591588875	19.6373213875	19.902606225	20.155500775	20.39628215	20.6233612125	20.8399997
826.0	18.1489185375	18.4755304625	18.7892052625	19.0916394875	19.3815324875	19.6588311875	19.9232624875	20.1753168375	20.4152747	20.6415569	20.85741675
828.0	18.174587775	18.5003608375	18.81318375	19.1147543125	19.403782025	19.6802195875	19.9438002875	20.1950175375	20.4341552	20.6596439	20.8747285875
830.0	18.200126825	18.525062075	18.83703465	19.13774355	19.425908325	19.701487425	19.964220425	20.214603725	20.4529244625	20.6776230375	20.891936025
832.0	18.22553645	18.5496349625	18.8607587625	19.1606079875	19.4479122125	19.7226355125	19.9845237375	20.2340762	20.4715832875	20.6954951125	20.9090398375
834.0	18.250817375	18.5740802625	18.8843568625	19.1833484375	19.469794475	19.7436646625	20.0047110375	20.2534357875	20.4901325	20.7132609	20.9260408125
836.0	18.27597035	18.59839875	18.90782975	19.2059656875	19.4915559375	19.7645757	20.02478315	20.2726833	20.5085728875	20.7309212	20.942939725
838.0	18.3009961	18.6225911625	18.9311782	19.22846055	19.5131974	19.785369425	20.04474085	20.2918195125	20.5269052375	20.7484768	20.9597373375
840.0	18.3258953625	18.646658275	18.954402975	19.2508338	19.5347196375	19.806046625	20.0645849625	20.3108452375	20.54513035	20.7659284625	20.976434425
842.0	18.35066885	18.670600825	18.97750485	19.273086225	19.556123475	19.8266080875	20.084316275	20.32976125	20.5632489875	20.7832769625	20.993031725
844.0	18.3753173	18.6944195625	19.0004845875	19.2952185875	19.5774096625	19.847054625	20.10393555	20.34856835	20.581261925	20.8005230625	21.0095299875
846.0	18.3998414125	18.718115225	19.02334295	19.317231675	19.5985789875	19.867387	20.1234435875	20.3672672875	20.59916995	20.8176675125	21.0259299625
848.0	18.424241925	18.74168855	19.0460806875	19.3391262375	19.6196322375	19.887606	20.1428411625	20.3858588375	20.6169737875	20.8347110625	21.042232375
850.0	18.448519525	18.765140275	19.0686985625	19.36090305	19.6405701625	19.907712375	20.162129025	20.404343775	20.6346742125	20.8516544625	21.0584379625
852.0	18.4726749375	18.7884711375	19.0911973	19.38256285	19.6613935375	19.9277069	20.1813079625	20.4227228375	20.652271975	20.8684984375	21.07454745
854.0	18.4967088625	18.8116818375	19.11357765	19.4041064125	19.6821031125	19.9475903375	20.2003787	20.4409967875	20.6697678	20.885243725	21.09056155
856.0	18.5206219875	18.834773125	19.13584035	19.425534475	19.7026996375	19.967363425	20.2193420125	20.4591663625	20.687162425	20.9018910375	21.106480975
858.0	18.544415025	18.8577456875	19.157986125	19.4468477625	19.7231838625	19.9870269375	20.238198625	20.4772323125	20.7044566	20.9184411	21.122306425
860.0	18.5680886625	18.8806002625	19.1800157	19.4680470375	19.7435565125	20.0065815875	20.2569492875	20.49519535	20.721651025	20.934894625	21.1380386
862.0	18.5916435875	18.90333755	19.2019298125	19.489133	19.76381835	20.0260281125	20.2755947375	20.5130562125	20.738746425	20.951252325	21.1536781875
864.0	18.6150804875	18.9259582375	19.2237291625	19.5101064125	19.7839700875	20.0453672625	20.2941356875	20.5308156125	20.7557435125	20.9675148875	21.1692258875
866.0	18.6384000375	18.9484630375	19.245414475	19.5309679625	19.80401245	20.06459975	20.312572875	20.548474275	20.7726429875	20.9836830125	21.1846823625
868.0	18.6616029125	18.9708526625	19.26698645	19.5517183875	19.8239461625	20.0837263	20.330907	20.5660329125	20.78944555	20.9997573875	21.2000482875
870.0	18.6846898	18.993127775	19.2884458	19.5723583875	19.84377195	20.102747625	20.3491387875	20.5834922125	20.8061519	21.0157386875	21.21532435
872.0	18.7076613625	19.0152890625	19.3097932125	19.5928886625	19.8634905	20.121664425	20.367268925	20.6008528875	20.822762725	21.0316276	21.2305112
874.0	18.7305182625	19.0373372375	19.3310293875	19.6133099375	19.883102525	20.1404774125	20.385298125	20.618115625	20.8392787125	21.0474247875	21.2456094875
876.0	18.7532611625	19.05927295	19.352155025	19.6336229	19.9026087375	20.1591872875	20.403227075	20.6352811125	20.855700525	21.0631309125	21.260619875
878.0	18.775890725	19.0810968875	19.3731707875	19.653828225	19.9220098125	20.1777947375	20.421056475	20.652350025	20.8720288375	21.07874665	21.2755430125
880.0	18.7984076125	19.102809725	19.394077375	19.673926625	19.94130645	20.19630045	20.438787	20.6693230375	20.888264325	21.0942726375	21.290379525
882.0	18.820812475	19.1244121125	19.4148754625	19.693918775	19.9604993375	20.214705125	20.456419325	20.686200825	20.9044076375	21.1097095375	21.3051300625
884.0	18.84310595	19.1459047375	19.435565725	19.71380535	19.9795891625	20.2330094125	20.473954125	20.7029840625	20.9204594375	21.1250579875	21.31979525
886.0	18.8652886875	19.1672882375	19.456148825	19.7335870125	19.998576575	20.2512140125	20.4913920625	20.7196733875	20.936420375	21.1403186125	21.3343757
888.0	18.887361325	19.1885632625	19.476625425	19.75326445	20.0174622625	20.2693195625	20.508733825	20.736269475	20.9522910875	21.1554920625	21.34887205
890.0	18.9093245125	19.2097304875	19.4969961875	19.772838325	20.0362468875	20.2873267625	20.5259800375	20.752772975	20.9680722125	21.1705789625	21.3632849
892.0	18.931178875	19.23079055	19.5172617625	19.792309275	20.0549311	20.3052362375	20.543131375	20.7691845125	20.9837644	21.185579925	21.3776148625
894.0	18.9529250375	19.2517440875	19.5374228125	19.8116779875	20.0735155875	20.3230486625	20.5601884625	20.78550475	20.9993682625	21.2004955625	21.3918625375
896.0	18.9745636375	19.2725917375	19.557479975	19.8309451	20.0920009625	20.340764675	20.577151975	20.8017343	21.0148844375	21.2153265125	21.406028525
898.0	18.9960952875	19.29333415	19.5774339	19.85011125	20.1103878875	20.3583849125	20.5940225125	20.8178738	21.030313525	21.23007335	21.420113425
900.0	19.0175206125	19.313971925	19.5972852125	19.8691770875	20.1286770125	20.3759100375	20.6108007375	20.833923875	21.04565615	21.2447367	21.4341178125
902.0	19.038840225	19.334505725	19.6170345625	19.88814325	20.146868975	20.39334065	20.627487275	20.84988515	21.060912925	21.25931715	21.448042275
904.0	19.06005475	19.3549361625	19.636682575	19.907010375	20.1649643875	20.4106774125	20.644082725	20.865758225	21.07608445	21.2738152875	21.4618874
906.0	19.081164775	19.3752638375	19.656229875	19.9257790875	20.1829639	20.427920925	20.660587725	20.881543725	21.091171325	21.2882317	21.47565375
908.0	19.102170925	19.3954893875	19.6756770875	19.94445	20.200868125	20.445071825	20.6770028875	20.89724225	21.106174125	21.302566975	21.4893419
910.0	19.1230737875	19.4156134125	19.695024825	19.96302375	20.2186776875	20.4621307125	20.6933288	20.9128543875	21.121093475	21.3168217	21.5029524125
912.0	19.1438739625	19.4356365375	19.7142737	19.98150095	20.2363931875	20.4790982	20.7095661	20.92838075	21.135929925	21.3309964125	21.5164858375
914.0	19.16457205	19.45555935	19.733424325	19.9998822	20.25401525	20.4959749	20.7257153625	20.9438219125	21.150684075	21.3450917125	21.529942725
916.0	19.18516865	19.47538245	19.7524773125	20.018168125	20.2715444875	20.512761425	20.7417771875	20.959178475	21.1653564875	21.35910815	21.54332365
918.0	19.2056643375	19.4951064375	19.7714332625	20.0363593125	20.288981475	20.5294583375	20.757752175	20.9744510125	21.17994775	21.3730462875	21.556629125
920.0	19.2260596875	19.5147319125	19.7902927625	20.054456375	20.3063268375	20.5460662625	20.7736409	20.9896401	21.1944584125	21.3869066625	21.5698597125
922.0	19.2463553	19.5342594625	19.8090564125	20.0724599	20.32358115	20.5625857875	20.7894439375	21.0047463	21.2088890375	21.40068985	21.58301595
924.0	19.26655175	19.5536896625	19.8277248	20.090370475	20.3407450125	20.579017475	20.8051618875	21.0197702	21.223240175	21.414396375	21.59609835
926.0	19.2866496	19.5730231	19.8462985125	20.1081886875	20.357819	20.5953619125	20.8207952875	21.0347123375	21.2375124	21.4280267875	21.60910745
928.0	19.3066494375	19.5922603625	19.8647781375	20.125915125	20.3748037	20.611619675	20.8363447375	21.0495733	21.25170625	21.4415816125	21.622043775
930.0	19.3265518125	19.6114020125	19.88316425	20.143550375	20.3916996875	20.62779135	20.8518107875	21.064353625	21.26582225	21.4550613875	21.634907825
932.0	19.3463573	19.630448625	19.901457425	20.1610949875	20.408507525	20.643877475	20.867194	21.0790538625	21.2798609625	21.4684666375	21.6477001375
934.0	19.3660664625	19.6494007625	19.919658225	20.17854955	20.4252278	20.6598786375	20.8824949125	21.09367455	21.2938229	21.4817978875	21.6604212125
936.0	19.3856798375	19.6682590125	19.937767225	20.195914625	20.44186105	20.675795375	20.8977141	21.10821625	21.3077086125	21.49505565	21.67307155
938.0	19.405198	19.6870239	19.9557849875	20.2131907875	20.45840785	20.6916282625	20.9128521	21.1226794875	21.321518625	21.50824045	21.68565165
940.0	19.4246215	19.705696	19.9737120625	20.230378575	20.47486875	20.7073778375	20.92790945	21.1370647875	21.3352534375	21.521352775	21.6981620125
942.0	19.443950875	19.7242758625	19.991549025	20.24747855	20.4912443125	20.7230446375	20.9428866875	21.1513726875	21.3489136	21.53439315	21.7106031375
944.0	19.463186675	19.74276405	20.0092964125	20.264491275	20.507535075	20.738629225	20.95778435	21.1656037125	21.3624995875	21.547362075	21.7229754875
946.0	19.4823294375	19.7611610875	20.0269547625	20.281417275	20.5237415875	20.754132125	20.9726029625	21.179758375	21.3760119375	21.5602600375	21.7352795875
948.0	19.5013797	19.779467525	20.04452465	20.2982571125	20.5398643875	20.7695538625	20.9873430625	21.1938372	21.38945115	21.5730875375	21.747515875
950.0	19.520338	19.7976839125	20.0620065875	20.315011325	20.555904	20.7848949875	21.0020051625	21.2078407	21.402817725	21.5858450625	21.75968485
952.0	19.5392048625	19.815810775	20.0794011375	20.3316804375	20.5718609625	20.8001560125	21.016589775	21.2217693625	21.41611215	21.5985331	21.7717869875
954.0	19.557980825	19.83384865	20.0967088	20.348265	20.5877358125	20.81533745	21.031097425	21.235623725	21.429334925	21.611152125	21.7838227375
956.0	19.5766664	19.85179805	20.1139301375	20.364765525	20.6035290625	20.83043985	21.045528625	21.2494042625	21.4424865375	21.6237026125	21.7957925875
958.0	19.595262125	19.869659525	20.1310656625	20.3811825375	20.61924125	20.8454636875	21.0598838625	21.263111475	21.455567475	21.63618505	21.807696975
960.0	19.6137685	19.8874335875	20.1481159	20.3975165625	20.634872875	20.8604095	21.07416365	21.2767458625	21.468578225	21.6485998875	21.819536375
962.0	19.63218605	19.90512075	20.1650813625	20.413768125	20.65042445	20.8752777875	21.0883684875	21.2903079	21.48151925	21.6609476	21.831311225
964.0	19.6505152875	19.9227215375	20.181962575	20.429937725	20.6658964875	20.89006905	21.102498875	21.3037980875	21.494391025	21.6732286625	21.8430219875
966.0	19.668756725	19.9402364625	20.19876005	20.446025875	20.6812895125	20.9047837875	21.1165552875	21.3172169	21.5071940375	21.6854435125	21.8546690875
968.0	19.6869108625	19.957666025	20.2154743	20.4620331	20.6966039875	20.9194225	21.130538225	21.3305648125	21.5199287375	21.6975926125	21.866253
970.0	19.7049782125	19.975010725	20.2321058125	20.477959875	20.71184045	20.9339856625	21.1444481625	21.3438423	21.5325955875	21.7096764125	21.8777741375
972.0	19.72295925	19.9922710875	20.2486551	20.493806725	20.726999375	20.948473775	21.158285575	21.357049825	21.5451950625	21.72169535	21.8892329375
974.0	19.7408545	20.0094475875	20.265122675	20.509574125	20.74208125	20.962887325	21.1720509625	21.370187875	21.5577275875	21.7336498875	21.9006298375
976.0	19.7586644375	20.02654075	20.2815090125	20.5252625875	20.757086575	20.9772267875	21.1857447625	21.3832568875	21.57019365	21.7455404625	21.9119652625
978.0	19.7763895625	20.0435510375	20.297814625	20.5408725875	20.772015825	20.99149265	21.199367475	21.396257325	21.5825936625	21.7573674875	21.9232396375
980.0	19.79403035	20.06047895	20.314039975	20.5564046125	20.786869475	21.005685375	21.21291955	21.4091896625	21.5949281	21.769131425	21.934453375
982.0	19.8115873125	20.0773249875	20.330185575	20.57185915	20.801648025	21.019805425	21.22640145	21.422054325	21.6071973875	21.7808326875	21.9456069
984.0	19.8290609	20.0940896125	20.3462518875	20.5872366875	20.816351925	21.0338532875	21.239813625	21.4348517875	21.6194019625	21.7924717	21.956700625
986.0	19.8464516	20.1107733125	20.3622394125	20.602537675	20.8309816625	21.0478294	21.25315655	21.447582475	21.6315422625	21.8040488875	21.9677349625
988.0	19.8637599	20.127376575	20.3781486	20.6177626125	20.8455376875	21.06173425	21.2664306625	21.460246825	21.6436187125	21.815564675	21.978710325
990.0	19.8809862625	20.1438998625	20.3939799375	20.63291195	20.8600204875	21.075568275	21.2796364	21.4728453	21.6556317375	21.827019475	21.9896271
992.0	19.8981311625	20.16034365	20.4097339	20.64798615	20.8744305	21.0893319375	21.292774225	21.4853783125	21.667581775	21.8384137	22.0004856875
994.0	19.915195075	20.1767084125	20.42541095	20.6629857	20.8887681875	21.1030256875	21.305844575	21.4978463	21.6794692375	21.84974775	22.0112865
996.0	19.9321784375	20.1929946	20.4410115375	20.6779110375	20.9030340125	21.1166499625	21.3188478875	21.5102496875	21.69129455	21.86102205	22.022029925
998.0	19.9490817375	20.209202675	20.4565361375	20.6927626375	20.9172284125	21.1302052125	21.3317845875	21.5225889	21.7030581125	21.8722369875	22.03271635
1000.0	19.9659054125	20.2253331125	20.4719852	20.707540925	20.93135185	21.1436918625	21.3446551125	21.534864375	21.7147603375	21.88339295	22.0433461625
